"","V3","V3.1","V4","V1","V5","V1.1","V4.1","V1.2","V4.2","V5.1","V2","V2.1","V4.3","V1.3","V3.2","V4.4","V4.5","V2.2","V2.3","V3.3","V1.4","V2.4","V5.2","V2.5","V4.6","V1.5","V3.4","V2.6","V1.6","V1.7"
"1",9.03496503496504,1.16666666666667,3.68,1.0818858560794,5.41085271317829,2.92993630573248,2.52666666666667,2.03164556962025,1.40652173913043,7.61660079051383,1.37614678899083,1.75806451612903,6.6231884057971,5.38095238095238,1.91363636363636,3.02232142857143,4.02912621359223,1.68348623853211,3.21538461538462,5.23008849557522,1.92307692307692,2.02395209580838,2,2.94285714285714,4.68224299065421,2.10365853658537,7.12244897959184,3.73936170212766,2,4.54639175257732
