"","V4","V2","V3","V4.1","V3.1","V4.2","V3.2","V4.3","V5","V4.4","V3.3","V3.4","V1","V3.5","V4.5","V3.6","V3.7","V4.6","V4.7","V1.1","V4.8","V5.1","V4.9","V5.2","V3.8","V3.9","V4.10","V3.10","V5.3","V4.11"
"1",1.45918367346939,1.125,1.28205128205128,1.34782608695652,1.075,2.75438596491228,1.18110236220472,1.90361445783133,2.19047619047619,1.21634615384615,2.22448979591837,1.05084745762712,1.02985074626866,1.26506024096386,2.05607476635514,1.76377952755906,1.32051282051282,2.13725490196078,1.25,1.1078431372549,1.08333333333333,2.56923076923077,1,1.60919540229885,1.32098765432099,1.84269662921348,1.41346153846154,2.29268292682927,1.55844155844156,1.07777777777778
